epoch,step,train_loss_step,train_acc_step,train_auc,train_f1,train_specificity,train_kappa,train_precision,train_acc_epoch,train_sensitivity,train_acc,train_loss_epoch,test_specificity,test_kappa,test_acc,test_precision,test_loss,test_f1,test_auc,test_sensitivity
81,5509,0.09330414235591888,0.984375,,,,,,,,,,,,,,,,,
81,5519,0.1843561828136444,0.90625,,,,,,,,,,,,,,,,,
81,5529,0.18743690848350525,0.9375,,,,,,,,,,,,,,,,,
81,5539,0.12009578198194504,0.984375,,,,,,,,,,,,,,,,,
81,5549,0.12699779868125916,0.96875,,,,,,,,,,,,,,,,,
81,5559,0.11978785693645477,0.96875,,,,,,,,,,,,,,,,,
81,5569,0.13294196128845215,0.953125,,,,,,,,,,,,,,,,,
81,5575,,,0.9924045938159375,0.9555657352267521,0.9424860853388568,0.9100185528756958,0.9438914027149321,0.9550092816352844,0.9675324675324676,0.9550092816352844,0.14065958559513092,,,,,,,,
82,5579,0.21522536873817444,0.9375,,,,,,,,,,,,,,,,,
82,5589,0.15211747586727142,0.953125,,,,,,,,,,,,,,,,,
82,5599,0.1886727213859558,0.90625,,,,,,,,,,,,,,,,,
82,5609,0.13806192576885223,0.96875,,,,,,,,,,,,,,,,,
82,5619,0.13277900218963623,0.984375,,,,,,,,,,,,,,,,,
82,5629,0.1358967125415802,0.9375,,,,,,,,,,,,,,,,,
82,5639,0.11357857286930084,0.96875,,,,,,,,,,,,,,,,,
82,5643,,,0.9924669817328179,0.9536697247706422,0.9420222634464657,0.9063079777365491,0.9432849364791288,0.9531539678573608,0.9642857142857143,0.9531539678573608,0.1396307647228241,,,,,,,,
83,5649,0.20358416438102722,0.890625,,,,,,,,,,,,,,,,,
83,5659,0.2270311564207077,0.921875,,,,,,,,,,,,,,,,,
83,5669,0.14322660863399506,0.953125,,,,,,,,,,,,,,,,,
83,5679,0.11387626826763153,0.984375,,,,,,,,,,,,,,,,,
83,5689,0.20663821697235107,0.890625,,,,,,,,,,,,,,,,,
83,5699,0.11701278388500214,0.953125,,,,,,,,,,,,,,,,,
83,5709,0.12453645467758179,0.96875,,,,,,,,,,,,,,,,,
83,5711,,,0.9928608861321556,0.9545454545454546,0.9438775510160303,0.9081632653061225,0.945,0.954081654548645,0.9642857142857143,0.954081654548645,0.1381290704011917,,,,,,,,
84,5719,0.17357121407985687,0.953125,,,,,,,,,,,,,,,,,
84,5729,0.11867500841617584,0.953125,,,,,,,,,,,,,,,,,
84,5739,0.13262245059013367,0.9375,,,,,,,,,,,,,,,,,
84,5749,0.11698548495769501,1.0,,,,,,,,,,,,,,,,,
84,5759,0.14905059337615967,0.953125,,,,,,,,,,,,,,,,,
84,5769,0.17035287618637085,0.921875,,,,,,,,,,,,,,,,,
84,5779,0.0765182301402092,1.0,,,,,,,,,,,,,,,,,
84,5779,,,0.9927303017682026,0.9548475819390327,0.9424860853388568,0.9086270871985158,0.9438151336656094,0.9543135166168213,0.9661410018552876,0.9543135166168213,0.13931238651275635,,,,,,,,
85,5789,0.1355741024017334,0.96875,,,,,,,,,,,,,,,,,
85,5799,0.1374063640832901,0.9375,,,,,,,,,,,,,,,,,
85,5809,0.17502805590629578,0.921875,,,,,,,,,,,,,,,,,
85,5819,0.16429901123046875,0.96875,,,,,,,,,,,,,,,,,
85,5829,0.07042450457811356,1.0,,,,,,,,,,,,,,,,,
85,5839,0.15606917440891266,0.9375,,,,,,,,,,,,,,,,,
85,5847,,,0.9921105100836084,0.9522058823529411,0.9424860853388568,0.9035250463821892,0.9435336976320583,0.9517624974250793,0.961038961038961,0.9517624974250793,0.14073272049427032,,,,,,,,
86,5849,0.13210536539554596,0.953125,,,,,,,,,,,,,,,,,
86,5859,0.1767749935388565,0.90625,,,,,,,,,,,,,,,,,
86,5869,0.21102340519428253,0.9375,,,,,,,,,,,,,,,,,
86,5879,0.11676671355962753,0.9375,,,,,,,,,,,,,,,,,
86,5889,0.1732443869113922,0.9375,,,,,,,,,,,,,,,,,
86,5899,0.10844157636165619,0.984375,,,,,,,,,,,,,,,,,
86,5909,0.1082429587841034,0.96875,,,,,,,,,,,,,,,,,
86,5915,,,0.9912506324843986,0.950517836593786,0.9424860853388568,0.900278293135436,0.9433531292827775,0.9501391649246216,0.9577922077922078,0.9501391649246216,0.14509309828281403,,,,,,,,
87,5919,0.19647952914237976,0.921875,,,,,,,,,,,,,,,,,
87,5929,0.15564066171646118,0.953125,,,,,,,,,,,,,,,,,
87,5939,0.16955792903900146,0.921875,,,,,,,,,,,,,,,,,
87,5949,0.11487103998661041,0.984375,,,,,,,,,,,,,,,,,
87,5959,0.14674697816371918,0.9375,,,,,,,,,,,,,,,,,
87,5969,0.1680915206670761,0.921875,,,,,,,,,,,,,,,,,
87,5979,0.11631447821855545,0.953125,,,,,,,,,,,,,,,,,
87,5983,,,0.9912291194096123,0.9486002753556677,0.937384044522554,0.8961038961038961,0.9386920980926431,0.948051929473877,0.9587198515769945,0.948051929473877,0.14435580372810364,,,,,,,,
88,5989,0.2040221393108368,0.9375,,,,,,,,,,,,,,,,,
88,5999,0.20200738310813904,0.921875,,,,,,,,,,,,,,,,,
88,6009,0.14266914129257202,0.96875,,,,,,,,,,,,,,,,,
88,6019,0.11771546304225922,1.0,,,,,,,,,,,,,,,,,
88,6029,0.16875042021274567,0.921875,,,,,,,,,,,,,,,,,
88,6039,0.15414214134216309,0.953125,,,,,,,,,,,,,,,,,
88,6049,0.12917281687259674,0.953125,,,,,,,,,,,,,,,,,
88,6051,,,0.9928324888734378,0.956681182672473,0.9443413729084215,0.9123376623376623,0.9456275487086543,0.9561688303947449,0.9679962894248608,0.9561688303947449,0.13827228546142578,,,,,,,,
89,6059,0.16079261898994446,0.9375,,,,,,,,,,,,,,,,,
89,6069,0.134463369846344,0.96875,,,,,,,,,,,,,,,,,
89,6079,0.12213458120822906,0.96875,,,,,,,,,,,,,,,,,
89,6089,0.11895596235990524,0.96875,,,,,,,,,,,,,,,,,
89,6099,0.13472692668437958,0.9375,,,,,,,,,,,,,,,,,
89,6109,0.14760711789131165,0.953125,,,,,,,,,,,,,,,,,
89,6119,0.0789191946387291,1.0,,,,,,,,,,,,,,,,,
89,6119,,,0.9936078200887372,0.9599267231509045,0.9466604823703774,0.9188311688311688,0.9479873360470376,0.9594155550003052,0.9721706864564007,0.9594155550003052,0.1336556375026703,,,,,,,,
90,6129,0.15202569961547852,0.984375,,,,,,,,,,,,,,,,,
90,6139,0.16500280797481537,0.9375,,,,,,,,,,,,,,,,,
90,6149,0.15002959966659546,0.953125,,,,,,,,,,,,,,,,,
90,6159,0.1437319964170456,0.953125,,,,,,,,,,,,,,,,,
90,6169,0.08875109255313873,0.984375,,,,,,,,,,,,,,,,,
90,6179,0.1807917207479477,0.90625,,,,,,,,,,,,,,,,,
90,6187,,,0.9927426717862047,0.9544100801832761,0.9415584415540744,0.9076994434137291,0.942960615663196,0.953849732875824,0.9661410018552876,0.953849732875824,0.1373039036989212,,,,,,,,
91,6189,0.0875607281923294,0.96875,,,,,,,,,,,,,,,,,
91,6199,0.1651795208454132,0.9375,,,,,,,,,,,,,,,,,
91,6209,0.16871914267539978,0.953125,,,,,,,,,,,,,,,,,
91,6219,0.1302221715450287,0.953125,,,,,,,,,,,,,,,,,
91,6229,0.1258634775876999,0.953125,,,,,,,,,,,,,,,,,
91,6239,0.10163909941911697,0.984375,,,,,,,,,,,,,,,,,
91,6249,0.1159835085272789,0.953125,,,,,,,,,,,,,,,,,
91,6255,,,0.9934294766987584,0.9561624971310535,0.9452690166932038,0.9114100185528757,0.9463880054520672,0.9557049870491028,0.9661410018552876,0.9557049870491028,0.13543438911437988,,,,,,,,
92,6259,0.16682863235473633,0.9375,,,,,,,,,,,,,,,,,
92,6269,0.16115282475948334,0.953125,,,,,,,,,,,,,,,,,
92,6279,0.15635783970355988,0.921875,,,,,,,,,,,,,,,,,
92,6289,0.10943826287984848,1.0,,,,,,,,,,,,,,,,,
92,6299,0.12400499731302261,0.984375,,,,,,,,,,,,,,,,,
92,6309,0.15820136666297913,0.9375,,,,,,,,,,,,,,,,,
92,6319,0.10139603167772293,0.984375,,,,,,,,,,,,,,,,,
92,6323,,,0.9932089676821985,0.957237594328836,0.9424860853388568,0.9132653061224489,0.9440685611186288,0.956632673740387,0.9707792207792207,0.956632673740387,0.134172722697258,,,,,,,,
93,6329,0.1807951033115387,0.90625,,,,,,,,,,,,,,,,,
93,6339,0.21009112894535065,0.953125,,,,,,,,,,,,,,,,,
93,6349,0.1398812234401703,0.96875,,,,,,,,,,,,,,,,,
93,6359,0.10251010209321976,1.0,,,,,,,,,,,,,,,,,
93,6369,0.1633022427558899,0.9375,,,,,,,,,,,,,,,,,
93,6379,0.11309010535478592,0.96875,,,,,,,,,,,,,,,,,
93,6389,0.12928371131420135,0.96875,,,,,,,,,,,,,,,,,
93,6391,,,0.9931693836245916,0.9570187471422039,0.9420222634464657,0.9128014842300557,0.9436429215509468,0.9564007520675659,0.9707792207792207,0.9564007520675659,0.13461564481258392,,,,,,,,
94,6399,0.14683112502098083,0.953125,,,,,,,,,,,,,,,,,
94,6409,0.14135737717151642,0.9375,,,,,,,,,,,,,,,,,
94,6419,0.10219930112361908,0.984375,,,,,,,,,,,,,,,,,
94,6429,0.12238895893096924,0.96875,,,,,,,,,,,,,,,,,
94,6439,0.12989722192287445,0.96875,,,,,,,,,,,,,,,,,
94,6449,0.16898608207702637,0.953125,,,,,,,,,,,,,,,,,
94,6459,0.08176655322313309,1.0,,,,,,,,,,,,,,,,,
94,6459,,,0.994117895091921,0.9566620562471185,0.9503710575095067,0.9128014842300557,0.9509624197983502,0.9564007520675659,0.962430426716141,0.9564007520675659,0.1310020238161087,,,,,,,,
95,6469,0.15005095303058624,0.953125,,,,,,,,,,,,,,,,,
95,6479,0.13427819311618805,0.953125,,,,,,,,,,,,,,,,,
95,6489,0.1472683697938919,0.9375,,,,,,,,,,,,,,,,,
95,6499,0.16123537719249725,0.953125,,,,,,,,,,,,,,,,,
95,6509,0.09662910550832748,1.0,,,,,,,,,,,,,,,,,
95,6519,0.15464770793914795,0.953125,,,,,,,,,,,,,,,,,
95,6527,,,0.9932487668705533,0.9594501718213059,0.9466604823703774,0.9179035250463822,0.9479402444545043,0.9589517712593079,0.9712430426716141,0.9589517712593079,0.13482774794101715,,,,,,,,
96,6529,0.08377671986818314,0.984375,,,,,,,,,,,,,,,,,
96,6539,0.17284560203552246,0.921875,,,,,,,,,,,,,,,,,
96,6549,0.16043497622013092,0.953125,,,,,,,,,,,,,,,,,
96,6559,0.11168380081653595,0.96875,,,,,,,,,,,,,,,,,
96,6569,0.13568684458732605,0.96875,,,,,,,,,,,,,,,,,
96,6579,0.10092822462320328,0.984375,,,,,,,,,,,,,,,,,
96,6589,0.10479111969470978,0.953125,,,,,,,,,,,,,,,,,
96,6595,,,0.9937235604310874,0.9626575028636885,0.9499072356171155,0.9243970315398887,0.9511090991398823,0.9621984958648682,0.9744897959183674,0.9621984958648682,0.13101381063461304,,,,,,,,
97,6599,0.21902063488960266,0.90625,,,,,,,,,,,,,,,,,
97,6609,0.1768982857465744,0.9375,,,,,,,,,,,,,,,,,
97,6619,0.17396226525306702,0.921875,,,,,,,,,,,,,,,,,
97,6629,0.11336521804332733,1.0,,,,,,,,,,,,,,,,,
97,6639,0.12933064997196198,0.984375,,,,,,,,,,,,,,,,,
97,6649,0.13719502091407776,0.953125,,,,,,,,,,,,,,,,,
97,6659,0.12892456352710724,0.9375,,,,,,,,,,,,,,,,,
97,6663,,,0.9942297630808099,0.9595959595959596,0.9489795918323332,0.9183673469387755,0.95,0.9591836929321289,0.9693877551020408,0.9591836929321289,0.12949702143669128,,,,,,,,
98,6669,0.19426780939102173,0.90625,,,,,,,,,,,,,,,,,
98,6679,0.20294785499572754,0.9375,,,,,,,,,,,,,,,,,
98,6689,0.13845513761043549,0.96875,,,,,,,,,,,,,,,,,
98,6699,0.09921985864639282,0.96875,,,,,,,,,,,,,,,,,
98,6709,0.19056615233421326,0.90625,,,,,,,,,,,,,,,,,
98,6719,0.13728703558444977,0.921875,,,,,,,,,,,,,,,,,
98,6729,0.11668427288532257,0.96875,,,,,,,,,,,,,,,,,
98,6731,,,0.9939003979058313,0.956979405034325,0.9429499072312479,0.9128014842300557,0.9444444444444444,0.9564007520675659,0.9698515769944341,0.9564007520675659,0.1315489411354065,,,,,,,,
99,6739,0.18519751727581024,0.9375,,,,,,,,,,,,,,,,,
99,6749,0.12988270819187164,0.953125,,,,,,,,,,,,,,,,,
99,6759,0.09553740173578262,0.96875,,,,,,,,,,,,,,,,,
99,6769,0.13625958561897278,0.953125,,,,,,,,,,,,,,,,,
99,6779,0.12755604088306427,0.96875,,,,,,,,,,,,,,,,,
99,6789,0.18490083515644073,0.9375,,,,,,,,,,,,,,,,,
99,6799,0.0993284285068512,1.0,,,,,,,,,,,,,,,,,
99,6799,,,0.9937069953635022,0.9592304168575355,0.9461966604779861,0.9174397031539889,0.9475113122171945,0.9587198495864868,0.9712430426716141,0.9587198495864868,0.13269086182117462,,,,,,,,
100,6800,,,,,,,,,,,,0.892393320948193,0.8330241187384044,0.9165120720863342,0.8973451327433628,0.23865215480327606,0.9184782608695652,0.9615311801900723,0.9406307977736549
