epoch,step,train_loss_step,train_acc_step,train_auc,train_f1,train_specificity,train_kappa,train_precision,train_acc_epoch,train_sensitivity,train_acc,train_loss_epoch,test_specificity,test_kappa,test_acc,test_precision,test_loss,test_f1,test_auc,test_sensitivity
40,2739,0.2715821862220764,0.890625,,,,,,,,,,,,,,,,,
40,2749,0.2840389311313629,0.890625,,,,,,,,,,,,,,,,,
40,2759,0.3012476861476898,0.875,,,,,,,,,,,,,,,,,
40,2769,0.19282959401607513,0.953125,,,,,,,,,,,,,,,,,
40,2779,0.31641432642936707,0.890625,,,,,,,,,,,,,,,,,
40,2787,,,0.9598774701312469,0.8989690721649485,0.8854359925747429,0.7954545454545454,0.8881846989588049,0.8977272510528564,0.9100185528756958,0.8977272510528564,0.263475239276886,,,,,,,,
41,2789,0.24520929157733917,0.890625,,,,,,,,,,,,,,,,,
41,2799,0.28662896156311035,0.890625,,,,,,,,,,,,,,,,,
41,2809,0.2848653197288513,0.875,,,,,,,,,,,,,,,,,
41,2819,0.28284701704978943,0.875,,,,,,,,,,,,,,,,,
41,2829,0.2528941333293915,0.921875,,,,,,,,,,,,,,,,,
41,2839,0.22914299368858337,0.9375,,,,,,,,,,,,,,,,,
41,2849,0.24313661456108093,0.890625,,,,,,,,,,,,,,,,,
41,2855,,,0.9617796562038545,0.9011389521640091,0.8812615955432224,0.7987012987012987,0.8854073410922113,0.899350643157959,0.9174397031539888,0.899350643157959,0.25785619020462036,,,,,,,,
42,2859,0.38162165880203247,0.8125,,,,,,,,,,,,,,,,,
42,2869,0.32911810278892517,0.875,,,,,,,,,,,,,,,,,
42,2879,0.3350982964038849,0.890625,,,,,,,,,,,,,,,,,
42,2889,0.2574562132358551,0.921875,,,,,,,,,,,,,,,,,
42,2899,0.20280751585960388,0.921875,,,,,,,,,,,,,,,,,
42,2909,0.2766701877117157,0.90625,,,,,,,,,,,,,,,,,
42,2919,0.19953443109989166,0.90625,,,,,,,,,,,,,,,,,
42,2923,,,0.9642947497771245,0.9008226691042047,0.8845083487899605,0.7987012987012987,0.8878378378378379,0.899350643157959,0.9141929499072357,0.899350643157959,0.25071802735328674,,,,,,,,
43,2929,0.3377787172794342,0.859375,,,,,,,,,,,,,,,,,
43,2939,0.29534733295440674,0.890625,,,,,,,,,,,,,,,,,
43,2949,0.2518464922904968,0.921875,,,,,,,,,,,,,,,,,
43,2959,0.24467270076274872,0.890625,,,,,,,,,,,,,,,,,
43,2969,0.2931905686855316,0.90625,,,,,,,,,,,,,,,,,
43,2979,0.21973204612731934,0.890625,,,,,,,,,,,,,,,,,
43,2989,0.21337488293647766,0.953125,,,,,,,,,,,,,,,,,
43,2991,,,0.9656565274110994,0.9077592126344701,0.8933209647453928,0.8130797773654916,0.8960686850429281,0.9065399169921875,0.9197588126159555,0.9065399169921875,0.24666358530521393,,,,,,,,
44,2999,0.284821480512619,0.890625,,,,,,,,,,,,,,,,,
44,3009,0.25149017572402954,0.90625,,,,,,,,,,,,,,,,,
44,3019,0.23865891993045807,0.90625,,,,,,,,,,,,,,,,,
44,3029,0.19238874316215515,0.921875,,,,,,,,,,,,,,,,,
44,3039,0.2441169023513794,0.9375,,,,,,,,,,,,,,,,,
44,3049,0.2598903477191925,0.90625,,,,,,,,,,,,,,,,,
44,3059,0.20809948444366455,0.9166666865348816,,,,,,,,,,,,,,,,,
44,3059,,,0.9677551278565062,0.9114155251141552,0.8942486085301752,0.8200371057513914,0.8974820143884892,0.9100185632705688,0.9257884972170687,0.9100185632705688,0.23906001448631287,,,,,,,,
45,3069,0.28057968616485596,0.90625,,,,,,,,,,,,,,,,,
45,3079,0.2428160309791565,0.84375,,,,,,,,,,,,,,,,,
45,3089,0.26058053970336914,0.890625,,,,,,,,,,,,,,,,,
45,3099,0.35129833221435547,0.796875,,,,,,,,,,,,,,,,,
45,3109,0.2055494487285614,0.921875,,,,,,,,,,,,,,,,,
45,3119,0.26017817854881287,0.875,,,,,,,,,,,,,,,,,
45,3127,,,0.9690763533445088,0.908924065152558,0.8970315398845221,0.8158627087198516,0.8992283250113482,0.9079313278198242,0.9188311688311688,0.9079313278198242,0.23639410734176636,,,,,,,,
46,3129,0.22163064777851105,0.875,,,,,,,,,,,,,,,,,
46,3139,0.24392060935497284,0.875,,,,,,,,,,,,,,,,,
46,3149,0.2473491132259369,0.9375,,,,,,,,,,,,,,,,,
46,3159,0.23883095383644104,0.921875,,,,,,,,,,,,,,,,,
46,3169,0.20868539810180664,0.921875,,,,,,,,,,,,,,,,,
46,3179,0.20899373292922974,0.9375,,,,,,,,,,,,,,,,,
46,3189,0.21822711825370789,0.90625,,,,,,,,,,,,,,,,,
46,3195,,,0.9722726584308878,0.9150148097516518,0.8956400742073487,0.8269944341372912,0.8992386923421406,0.9134972095489502,0.9313543599257885,0.9134972095489502,0.2250535637140274,,,,,,,,
47,3199,0.2973112463951111,0.859375,,,,,,,,,,,,,,,,,
47,3209,0.2456398755311966,0.90625,,,,,,,,,,,,,,,,,
47,3219,0.2784195840358734,0.921875,,,,,,,,,,,,,,,,,
47,3229,0.17752091586589813,0.9375,,,,,,,,,,,,,,,,,
47,3239,0.207889124751091,0.9375,,,,,,,,,,,,,,,,,
47,3249,0.2028905749320984,0.921875,,,,,,,,,,,,,,,,,
47,3259,0.20570647716522217,0.90625,,,,,,,,,,,,,,,,,
47,3263,,,0.9739194843057816,0.9186471663619744,0.9025974025932162,0.8348794063079777,0.9054054054054054,0.9174396991729736,0.9322820037105751,0.9174396991729736,0.22050130367279053,,,,,,,,
48,3269,0.31377795338630676,0.859375,,,,,,,,,,,,,,,,,
48,3279,0.2538185715675354,0.875,,,,,,,,,,,,,,,,,
48,3289,0.22145691514015198,0.90625,,,,,,,,,,,,,,,,,
48,3299,0.2060854732990265,0.921875,,,,,,,,,,,,,,,,,
48,3309,0.27041950821876526,0.90625,,,,,,,,,,,,,,,,,
48,3319,0.17279143631458282,0.9375,,,,,,,,,,,,,,,,,
48,3329,0.14756105840206146,0.9375,,,,,,,,,,,,,,,,,
48,3331,,,0.9737833065423841,0.9163055872291904,0.8979591836693045,0.8297773654916512,0.9013010318528488,0.9148886799812317,0.9318181818181818,0.9148886799812317,0.2200247347354889,,,,,,,,
49,3339,0.24613261222839355,0.90625,,,,,,,,,,,,,,,,,
49,3349,0.2280656397342682,0.953125,,,,,,,,,,,,,,,,,
49,3359,0.1831407994031906,0.953125,,,,,,,,,,,,,,,,,
49,3369,0.19524291157722473,0.9375,,,,,,,,,,,,,,,,,
49,3379,0.21527643501758575,0.921875,,,,,,,,,,,,,,,,,
49,3389,0.2064763754606247,0.921875,,,,,,,,,,,,,,,,,
49,3399,0.16041620075702667,0.9583333134651184,,,,,,,,,,,,,,,,,
49,3399,,,0.9764485613776629,0.9224806201550387,0.9039888682703897,0.8423005565862709,0.9071748878923767,0.921150267124176,0.9383116883116883,0.921150267124176,0.21091711521148682,,,,,,,,
50,3409,0.20509158074855804,0.90625,,,,,,,,,,,,,,,,,
50,3419,0.23447154462337494,0.859375,,,,,,,,,,,,,,,,,
50,3429,0.1805771440267563,0.9375,,,,,,,,,,,,,,,,,
50,3439,0.277218222618103,0.828125,,,,,,,,,,,,,,,,,
50,3449,0.1989418864250183,0.9375,,,,,,,,,,,,,,,,,
50,3459,0.2524699568748474,0.875,,,,,,,,,,,,,,,,,
50,3467,,,0.9746782504534957,0.9180778032036613,0.9035250463779986,0.8339517625231911,0.9060523938572719,0.9169758558273315,0.9304267161410018,0.9169758558273315,0.2165267914533615,,,,,,,,
51,3469,0.1617460995912552,0.921875,,,,,,,,,,,,,,,,,
51,3479,0.24554739892482758,0.890625,,,,,,,,,,,,,,,,,
51,3489,0.2571135461330414,0.90625,,,,,,,,,,,,,,,,,
51,3499,0.22210130095481873,0.921875,,,,,,,,,,,,,,,,,
51,3509,0.3556545674800873,0.828125,,,,,,,,,,,,,,,,,
51,3519,0.26351016759872437,0.90625,,,,,,,,,,,,,,,,,
51,3529,0.18752999603748322,0.90625,,,,,,,,,,,,,,,,,
51,3535,,,0.9672280575242408,0.9033738811108561,0.8919294990682193,0.8047309833024119,0.8941390277146751,0.902365505695343,0.9128014842300557,0.902365505695343,0.23994717001914978,,,,,,,,
52,3539,0.29575422406196594,0.828125,,,,,,,,,,,,,,,,,
52,3549,0.21983543038368225,0.921875,,,,,,,,,,,,,,,,,
52,3559,0.23264580965042114,0.90625,,,,,,,,,,,,,,,,,
52,3569,0.1889653503894806,0.9375,,,,,,,,,,,,,,,,,
52,3579,0.19370657205581665,0.921875,,,,,,,,,,,,,,,,,
52,3589,0.19977344572544098,0.953125,,,,,,,,,,,,,,,,,
52,3599,0.22476476430892944,0.90625,,,,,,,,,,,,,,,,,
52,3603,,,0.9760208814509105,0.9177706715395157,0.9012059369160427,0.8330241187384044,0.9041404140414041,0.9165120720863342,0.9318181818181818,0.9165120720863342,0.21382401883602142,,,,,,,,
53,3609,0.3264973759651184,0.859375,,,,,,,,,,,,,,,,,
53,3619,0.30440306663513184,0.890625,,,,,,,,,,,,,,,,,
53,3629,0.22897839546203613,0.90625,,,,,,,,,,,,,,,,,
53,3639,0.14439034461975098,0.953125,,,,,,,,,,,,,,,,,
53,3649,0.29627418518066406,0.921875,,,,,,,,,,,,,,,,,
53,3659,0.1911560297012329,0.9375,,,,,,,,,,,,,,,,,
53,3669,0.15571145713329315,0.96875,,,,,,,,,,,,,,,,,
53,3671,,,0.9730955335414652,0.9140374942844078,0.8984230055616956,0.8256029684601114,0.9012623985572588,0.9128015041351318,0.9271799628942486,0.9128015041351318,0.2207401692867279,,,,,,,,
54,3679,0.23673781752586365,0.90625,,,,,,,,,,,,,,,,,
54,3689,0.21976834535598755,0.90625,,,,,,,,,,,,,,,,,
54,3699,0.17606227099895477,0.96875,,,,,,,,,,,,,,,,,
54,3709,0.2162819504737854,0.921875,,,,,,,,,,,,,,,,,
54,3719,0.29525986313819885,0.859375,,,,,,,,,,,,,,,,,
54,3729,0.26067742705345154,0.921875,,,,,,,,,,,,,,,,,
54,3739,0.1523304581642151,0.9583333134651184,,,,,,,,,,,,,,,,,
54,3739,,,0.97639951156715,0.9227605118829981,0.9067717996247368,0.8432282003710575,0.9094594594594595,0.9216141104698181,0.936456400742115,0.9216141104698181,0.2103327363729477,,,,,,,,
55,3749,0.22707726061344147,0.953125,,,,,,,,,,,,,,,,,
55,3759,0.18702490627765656,0.921875,,,,,,,,,,,,,,,,,
55,3769,0.17241859436035156,0.9375,,,,,,,,,,,,,,,,,
55,3779,0.25648975372314453,0.875,,,,,,,,,,,,,,,,,
55,3789,0.11403876543045044,0.96875,,,,,,,,,,,,,,,,,
55,3799,0.27235525846481323,0.890625,,,,,,,,,,,,,,,,,
55,3807,,,0.9771840934046075,0.9241347696539078,0.9114100185486484,0.8464749536178108,0.9134571816946081,0.9232375025749207,0.935064935064935,0.9232375025749207,0.2064780443906784,,,,,,,,
56,3809,0.12333907186985016,0.96875,,,,,,,,,,,,,,,,,
56,3819,0.2210150957107544,0.921875,,,,,,,,,,,,,,,,,
56,3829,0.24743501842021942,0.9375,,,,,,,,,,,,,,,,,
56,3839,0.16278548538684845,0.9375,,,,,,,,,,,,,,,,,
56,3849,0.26456281542778015,0.9375,,,,,,,,,,,,,,,,,
56,3859,0.1657600849866867,0.953125,,,,,,,,,,,,,,,,,
56,3869,0.1947273313999176,0.90625,,,,,,,,,,,,,,,,,
56,3875,,,0.9807189067227499,0.9284571428571429,0.912801484225822,0.8548237476808905,0.9152771518702119,0.9274118542671204,0.9420222634508348,0.9274118542671204,0.19479961693286896,,,,,,,,
57,3879,0.2623510956764221,0.84375,,,,,,,,,,,,,,,,,
57,3889,0.22713050246238708,0.921875,,,,,,,,,,,,,,,,,
57,3899,0.23568449914455414,0.890625,,,,,,,,,,,,,,,,,
57,3909,0.15494711697101593,0.953125,,,,,,,,,,,,,,,,,
57,3919,0.2293897122144699,0.921875,,,,,,,,,,,,,,,,,
57,3929,0.27458566427230835,0.90625,,,,,,,,,,,,,,,,,
57,3939,0.17963872849941254,0.921875,,,,,,,,,,,,,,,,,
57,3943,,,0.9795881795119802,0.927007299270073,0.9090909090866925,0.8515769944341373,0.9120287253141831,0.9257885217666626,0.9424860853432282,0.9257885217666626,0.19729068875312805,,,,,,,,
58,3949,0.2882561683654785,0.859375,,,,,,,,,,,,,,,,,
58,3959,0.22735093533992767,0.953125,,,,,,,,,,,,,,,,,
58,3969,0.1942070871591568,0.953125,,,,,,,,,,,,,,,,,
58,3979,0.13561545312404633,0.96875,,,,,,,,,,,,,,,,,
58,3989,0.2588694989681244,0.875,,,,,,,,,,,,,,,,,
58,3999,0.17238247394561768,0.953125,,,,,,,,,,,,,,,,,
58,4009,0.18150633573532104,0.953125,,,,,,,,,,,,,,,,,
58,4011,,,0.9821951339145879,0.9341835572762469,0.9146567717953866,0.8659554730983302,0.9176733780760626,0.9329777359962463,0.9512987012987013,0.9329777359962463,0.18845908343791962,,,,,,,,
59,4019,0.20414775609970093,0.890625,,,,,,,,,,,,,,,,,
59,4029,0.17863616347312927,0.9375,,,,,,,,,,,,,,,,,
59,4039,0.15385110676288605,0.96875,,,,,,,,,,,,,,,,,
59,4049,0.21209992468357086,0.90625,,,,,,,,,,,,,,,,,
59,4059,0.2723843455314636,0.859375,,,,,,,,,,,,,,,,,
59,4069,0.2077627331018448,0.921875,,,,,,,,,,,,,,,,,
59,4079,0.09528235346078873,1.0,,,,,,,,,,,,,,,,,
59,4079,,,0.9826068941659982,0.9309952174903211,0.9114100185486484,0.8594619666048238,0.9145413870246085,0.929731011390686,0.948051948051948,0.929731011390686,0.1870419681072235,,,,,,,,
60,4089,0.19853205978870392,0.921875,,,,,,,,,,,,,,,,,
60,4099,0.1624412089586258,0.96875,,,,,,,,,,,,,,,,,
60,4109,0.16846033930778503,0.921875,,,,,,,,,,,,,,,,,
60,4119,0.2740045487880707,0.859375,,,,,,,,,,,,,,,,,
60,4129,0.11234661191701889,0.96875,,,,,,,,,,,,,,,,,
60,4139,0.1746416538953781,0.9375,,,,,,,,,,,,,,,,,
60,4147,,,0.9841508875434133,0.9355652373308874,0.9234693877508189,0.8696660482374768,0.9251700680272109,0.9348330497741699,0.9461966604823747,0.9348330497741699,0.18034882843494415,,,,,,,,
61,4149,0.1282239407300949,0.953125,,,,,,,,,,,,,,,,,
61,4159,0.23194798827171326,0.875,,,,,,,,,,,,,,,,,
61,4169,0.21004271507263184,0.921875,,,,,,,,,,,,,,,,,
61,4179,0.17403125762939453,0.9375,,,,,,,,,,,,,,,,,
61,4189,0.205595463514328,0.921875,,,,,,,,,,,,,,,,,
61,4199,0.14558230340480804,0.984375,,,,,,,,,,,,,,,,,
61,4209,0.1567426323890686,0.96875,,,,,,,,,,,,,,,,,
61,4215,,,0.9845736194629648,0.9357798165137615,0.92393320964321,0.8701298701298701,0.925589836660617,0.9350649118423462,0.9461966604823747,0.9350649118423462,0.178814098238945,,,,,,,,
62,4219,0.21587596833705902,0.875,,,,,,,,,,,,,,,,,
62,4229,0.2144227921962738,0.90625,,,,,,,,,,,,,,,,,
62,4239,0.207683265209198,0.90625,,,,,,,,,,,,,,,,,
62,4249,0.18173739314079285,0.9375,,,,,,,,,,,,,,,,,
62,4259,0.20336058735847473,0.90625,,,,,,,,,,,,,,,,,
62,4269,0.20027199387550354,0.953125,,,,,,,,,,,,,,,,,
62,4279,0.12438543140888214,0.953125,,,,,,,,,,,,,,,,,
62,4283,,,0.9842519989949091,0.9348273496455523,0.9197588126116895,0.8678107606679035,0.9219666215606676,0.9339053630828857,0.948051948051948,0.9339053630828857,0.17973943054676056,,,,,,,,
63,4289,0.2500596344470978,0.890625,,,,,,,,,,,,,,,,,
63,4299,0.22037041187286377,0.90625,,,,,,,,,,,,,,,,,
63,4309,0.17404597997665405,0.9375,,,,,,,,,,,,,,,,,
63,4319,0.13580232858657837,0.984375,,,,,,,,,,,,,,,,,
63,4329,0.26741698384284973,0.84375,,,,,,,,,,,,,,,,,
63,4339,0.16155588626861572,0.96875,,,,,,,,,,,,,,,,,
63,4349,0.12384609878063202,0.96875,,,,,,,,,,,,,,,,,
63,4351,,,0.9834310600610627,0.9302432308398347,0.9188311688269072,0.8589981447124304,0.9205267938237965,0.929499089717865,0.9401669758812616,0.929499089717865,0.1828717589378357,,,,,,,,
64,4359,0.18355154991149902,0.921875,,,,,,,,,,,,,,,,,
64,4369,0.2053672969341278,0.90625,,,,,,,,,,,,,,,,,
64,4379,0.16228249669075012,0.96875,,,,,,,,,,,,,,,,,
64,4389,0.23493734002113342,0.90625,,,,,,,,,,,,,,,,,
64,4399,0.1851838231086731,0.921875,,,,,,,,,,,,,,,,,
64,4409,0.16611126065254211,0.9375,,,,,,,,,,,,,,,,,
64,4419,0.1337725669145584,1.0,,,,,,,,,,,,,,,,,
64,4419,,,0.9844699264424945,0.9364241450539362,0.9253246753203835,0.8715213358070502,0.9268514311676511,0.9357606768608093,0.9461966604823747,0.9357606768608093,0.17872492969036102,,,,,,,,
65,4429,0.17036062479019165,0.953125,,,,,,,,,,,,,,,,,
65,4439,0.18623848259449005,0.90625,,,,,,,,,,,,,,,,,
65,4449,0.14188559353351593,0.953125,,,,,,,,,,,,,,,,,
65,4459,0.2780319154262543,0.84375,,,,,,,,,,,,,,,,,
65,4469,0.10721646994352341,0.984375,,,,,,,,,,,,,,,,,
65,4479,0.17414157092571259,0.9375,,,,,,,,,,,,,,,,,
65,4487,,,0.9857852358349309,0.9387474191328287,0.9271799628899482,0.8761595547309833,0.9287335451656832,0.9380797743797302,0.9489795918367347,0.9380797743797302,0.17287345230579376,,,,,,,,
66,4489,0.08091019093990326,1.0,,,,,,,,,,,,,,,,,
66,4499,0.2151663452386856,0.890625,,,,,,,,,,,,,,,,,
66,4509,0.18371205031871796,0.9375,,,,,,,,,,,,,,,,,
66,4519,0.18134792149066925,0.9375,,,,,,,,,,,,,,,,,
66,4529,0.144504576921463,0.9375,,,,,,,,,,,,,,,,,
66,4539,0.10833420604467392,1.0,,,,,,,,,,,,,,,,,
66,4549,0.15979598462581635,0.90625,,,,,,,,,,,,,,,,,
66,4555,,,0.9867279387720681,0.9379595588235294,0.9281076066747306,0.8747680890538033,0.9294171220400729,0.9373840689659119,0.9466604823747681,0.9373840689659119,0.16872471570968628,,,,,,,,
67,4559,0.24301189184188843,0.875,,,,,,,,,,,,,,,,,
67,4569,0.19838903844356537,0.921875,,,,,,,,,,,,,,,,,
67,4579,0.1868775337934494,0.90625,,,,,,,,,,,,,,,,,
67,4589,0.19653023779392242,0.9375,,,,,,,,,,,,,,,,,
67,4599,0.16623863577842712,0.953125,,,,,,,,,,,,,,,,,
67,4609,0.22121068835258484,0.875,,,,,,,,,,,,,,,,,
67,4619,0.12857452034950256,0.984375,,,,,,,,,,,,,,,,,
67,4623,,,0.9881043452968976,0.9395115270486191,0.9225417439660365,0.87708719851577,0.9249438202247191,0.9385436177253723,0.9545454545454546,0.9385436177253723,0.16450752317905426,,,,,,,,
68,4629,0.26038146018981934,0.859375,,,,,,,,,,,,,,,,,
68,4639,0.24126288294792175,0.921875,,,,,,,,,,,,,,,,,
68,4649,0.15951402485370636,0.921875,,,,,,,,,,,,,,,,,
68,4659,0.15387354791164398,0.953125,,,,,,,,,,,,,,,,,
68,4669,0.20488344132900238,0.890625,,,,,,,,,,,,,,,,,
68,4679,0.13497421145439148,0.921875,,,,,,,,,,,,,,,,,
68,4689,0.12394877523183823,0.96875,,,,,,,,,,,,,,,,,
68,4691,,,0.9884005803367054,0.9421978524103267,0.9262523191051658,0.8826530612244898,0.9284106258442143,0.9413265585899353,0.9564007421150278,0.9413265585899353,0.16110102832317352,,,,,,,,
69,4699,0.21344541013240814,0.90625,,,,,,,,,,,,,,,,,
69,4709,0.15204346179962158,0.96875,,,,,,,,,,,,,,,,,
69,4719,0.1281605064868927,0.984375,,,,,,,,,,,,,,,,,
69,4729,0.14446450769901276,0.9375,,,,,,,,,,,,,,,,,
69,4739,0.16427993774414062,0.921875,,,,,,,,,,,,,,,,,
69,4749,0.16153526306152344,0.90625,,,,,,,,,,,,,,,,,
69,4759,0.09370994567871094,1.0,,,,,,,,,,,,,,,,,
69,4759,,,0.9892174317863425,0.9410150891632373,0.9257884972127747,0.8803339517625232,0.9278629395852119,0.9401669502258301,0.9545454545454546,0.9401669502258301,0.1576819121837616,,,,,,,,
70,4769,0.1778901219367981,0.953125,,,,,,,,,,,,,,,,,
70,4779,0.16785676777362823,0.921875,,,,,,,,,,,,,,,,,
70,4789,0.1429932713508606,0.96875,,,,,,,,,,,,,,,,,
70,4799,0.19461147487163544,0.9375,,,,,,,,,,,,,,,,,
70,4809,0.0888059213757515,0.984375,,,,,,,,,,,,,,,,,
70,4819,0.17802247405052185,0.921875,,,,,,,,,,,,,,,,,
70,4827,,,0.9900033044082872,0.9440366972477064,0.932282003706251,0.8868274582560297,0.9337568058076225,0.9434137344360352,0.9545454545454546,0.9434137344360352,0.15325570106506348,,,,,,,,
71,4829,0.12521524727344513,0.96875,,,,,,,,,,,,,,,,,
71,4839,0.183527410030365,0.9375,,,,,,,,,,,,,,,,,
71,4849,0.16301411390304565,0.953125,,,,,,,,,,,,,,,,,
71,4859,0.15824377536773682,0.9375,,,,,,,,,,,,,,,,,
71,4869,0.11560816317796707,0.96875,,,,,,,,,,,,,,,,,
71,4879,0.11860183626413345,0.984375,,,,,,,,,,,,,,,,,
71,4889,0.13198283314704895,0.9375,,,,,,,,,,,,,,,,,
71,4895,,,0.9908358604025183,0.9523373052245646,0.9397031539845098,0.9035250463821892,0.9411231884057971,0.9517624974250793,0.963821892393321,0.9517624974250793,0.1486918032169342,,,,,,,,
72,4899,0.20075134932994843,0.9375,,,,,,,,,,,,,,,,,
72,4909,0.21411055326461792,0.921875,,,,,,,,,,,,,,,,,
72,4919,0.18377456068992615,0.90625,,,,,,,,,,,,,,,,,
72,4929,0.20893537998199463,0.921875,,,,,,,,,,,,,,,,,
72,4939,0.1374521404504776,0.96875,,,,,,,,,,,,,,,,,
72,4949,0.16259358823299408,0.953125,,,,,,,,,,,,,,,,,
72,4959,0.1376100331544876,0.9375,,,,,,,,,,,,,,,,,
72,4963,,,0.9898236702338212,0.9472718936267767,0.9350649350605981,0.8933209647495362,0.9365367180417045,0.9466604590415955,0.9582560296846011,0.9466604590415955,0.153297558426857,,,,,,,,
73,4969,0.1859232634305954,0.9375,,,,,,,,,,,,,,,,,
73,4979,0.22391803562641144,0.890625,,,,,,,,,,,,,,,,,
73,4989,0.17120514810085297,0.953125,,,,,,,,,,,,,,,,,
73,4999,0.13554008305072784,0.984375,,,,,,,,,,,,,,,,,
73,5009,0.19998657703399658,0.90625,,,,,,,,,,,,,,,,,
73,5019,0.15012328326702118,0.9375,,,,,,,,,,,,,,,,,
73,5029,0.12015639990568161,0.953125,,,,,,,,,,,,,,,,,
73,5031,,,0.9909350356772832,0.9505356735810349,0.932282003706251,0.8993506493506493,0.9345584939489019,0.9496753215789795,0.9670686456400742,0.9496753215789795,0.14851348102092743,,,,,,,,
74,5039,0.16072207689285278,0.9375,,,,,,,,,,,,,,,,,
74,5049,0.1434476226568222,0.9375,,,,,,,,,,,,,,,,,
74,5059,0.12823069095611572,0.953125,,,,,,,,,,,,,,,,,
74,5069,0.11214759945869446,0.96875,,,,,,,,,,,,,,,,,
74,5079,0.16187497973442078,0.953125,,,,,,,,,,,,,,,,,
74,5089,0.1798710823059082,0.953125,,,,,,,,,,,,,,,,,
74,5099,0.07993250340223312,1.0,,,,,,,,,,,,,,,,,
74,5099,,,0.9909169646944627,0.9490518620059402,0.9332096474910334,0.8965677179962894,0.935164340387213,0.948283851146698,0.9633580705009277,0.948283851146698,0.14930203557014465,,,,,,,,
75,5109,0.18769091367721558,0.9375,,,,,,,,,,,,,,,,,
75,5119,0.15316902101039886,0.9375,,,,,,,,,,,,,,,,,
75,5129,0.11923979222774506,0.984375,,,,,,,,,,,,,,,,,
75,5139,0.18723657727241516,0.921875,,,,,,,,,,,,,,,,,
75,5149,0.08991916477680206,0.984375,,,,,,,,,,,,,,,,,
75,5159,0.17112921178340912,0.90625,,,,,,,,,,,,,,,,,
75,5167,,,0.9917665160177749,0.950789654383154,0.9369202226301627,0.900278293135436,0.938544961590601,0.9501391649246216,0.9633580705009277,0.9501391649246216,0.14410284161567688,,,,,,,,
76,5169,0.10998795181512833,0.984375,,,,,,,,,,,,,,,,,
76,5179,0.20494875311851501,0.9375,,,,,,,,,,,,,,,,,
76,5189,0.16568948328495026,0.953125,,,,,,,,,,,,,,,,,
76,5199,0.1691196709871292,0.9375,,,,,,,,,,,,,,,,,
76,5209,0.11968517303466797,0.96875,,,,,,,,,,,,,,,,,
76,5219,0.11775433272123337,0.984375,,,,,,,,,,,,,,,,,
76,5229,0.13376352190971375,0.953125,,,,,,,,,,,,,,,,,
76,5235,,,0.9914053114921124,0.9529492770254763,0.9420222634464657,0.9049165120593692,0.943207632894139,0.9524582624435425,0.9628942486085343,0.9524582624435425,0.14513374865055084,,,,,,,,
77,5239,0.20848636329174042,0.90625,,,,,,,,,,,,,,,,,
77,5249,0.15180586278438568,0.953125,,,,,,,,,,,,,,,,,
77,5259,0.20549112558364868,0.90625,,,,,,,,,,,,,,,,,
77,5269,0.14170631766319275,0.96875,,,,,,,,,,,,,,,,,
77,5279,0.12864454090595245,0.984375,,,,,,,,,,,,,,,,,
77,5289,0.17821012437343597,0.953125,,,,,,,,,,,,,,,,,
77,5299,0.13255856931209564,0.9375,,,,,,,,,,,,,,,,,
77,5303,,,0.9918770932221769,0.9517934658441856,0.9359925788453805,0.9021335807050093,0.9378658262044124,0.951066792011261,0.9661410018552876,0.951066792011261,0.14375795423984528,,,,,,,,
78,5309,0.20713959634304047,0.890625,,,,,,,,,,,,,,,,,
78,5319,0.20596961677074432,0.9375,,,,,,,,,,,,,,,,,
78,5329,0.14346778392791748,0.953125,,,,,,,,,,,,,,,,,
78,5339,0.13358420133590698,0.96875,,,,,,,,,,,,,,,,,
78,5349,0.20775151252746582,0.921875,,,,,,,,,,,,,,,,,
78,5359,0.13995181024074554,0.953125,,,,,,,,,,,,,,,,,
78,5369,0.13359206914901733,0.953125,,,,,,,,,,,,,,,,,
78,5371,,,0.9915417043862578,0.9535575383207504,0.9392393320921186,0.9058441558441559,0.9408577878103838,0.9529221057891846,0.9666048237476809,0.9529221057891846,0.14291909337043762,,,,,,,,
79,5379,0.18167710304260254,0.9375,,,,,,,,,,,,,,,,,
79,5389,0.12232960760593414,0.96875,,,,,,,,,,,,,,,,,
79,5399,0.14485035836696625,0.96875,,,,,,,,,,,,,,,,,
79,5409,0.12390515208244324,0.96875,,,,,,,,,,,,,,,,,
79,5419,0.1837843954563141,0.90625,,,,,,,,,,,,,,,,,
79,5429,0.15942412614822388,0.953125,,,,,,,,,,,,,,,,,
79,5439,0.10482857376337051,1.0,,,,,,,,,,,,,,,,,
79,5439,,,0.9918925826360229,0.9517051956969558,0.9378478664149451,0.9021335807050093,0.9394487121554451,0.951066792011261,0.9642857142857143,0.951066792011261,0.14378003776073456,,,,,,,,
80,5449,0.166935995221138,0.953125,,,,,,,,,,,,,,,,,
80,5459,0.12404125928878784,0.96875,,,,,,,,,,,,,,,,,
80,5469,0.1529521644115448,0.9375,,,,,,,,,,,,,,,,,
80,5479,0.16807620227336884,0.921875,,,,,,,,,,,,,,,,,
80,5489,0.08168084919452667,0.984375,,,,,,,,,,,,,,,,,
80,5499,0.1431884616613388,0.953125,,,,,,,,,,,,,,,,,
80,5507,,,0.9915877423663005,0.9522503998172264,0.9364564007377716,0.903061224489796,0.9383160738406123,0.9515306353569031,0.9666048237476809,0.9515306353569031,0.14445851743221283,,,,,,,,
